1 1 600 98 0.1228 11.1081
1 2 600 117.75 0.105316 11.2711
1 3 600 139 0.092431 11.4967
1 4 600 137.75 0.0933488 11.5128
1 5 600 140.5 0.0914299 11.5392
1 6 600 136.5 0.0936867 11.4567
1 7 600 122.125 0.103124 11.3757
1 8 600 140.875 0.0917824 11.5408
1 9 600 138.125 0.0927553 11.4945
1 10 600 140.875 0.0922585 11.5371
1 11 600 106.375 0.114974 11.1669
1 12 600 131.625 0.0963961 11.4392
1 13 600 98.625 0.12263 11.0956
1 14 600 133.375 0.0958517 11.474
1 15 600 130.375 0.0975145 11.4395
1 16 600 125.875 0.10029 11.4033
1 17 600 87.25 0.135171 11.0227
1 18 600 123.125 0.101974 11.3652
1 19 600 82.625 0.142169 10.9718
1 20 600 120.375 0.10412 11.3448
1 21 600 122.625 0.101629 11.3184
1 22 600 114 0.108505 11.2749
1 23 600 74.25 0.156685 10.8947
1 24 600 116.25 0.106959 11.3085
3 1 600 73.625 0.544754 31.9178
3 2 600 241.5 0.179629 27.962
3 3 600 361.375 0.146155 26.8334
3 4 600 345.625 0.0639172 18.413
3 5 600 364.5 0.123177 24.6409
3 6 600 351.375 0.0960113 20.9952
3 7 600 308.875 0.0668238 16.2252
3 8 600 392.875 0.10124 18.141
3 9 600 385.625 0.125287 23.575
3 10 600 400.125 0.119412 19.0496
3 11 600 294.625 0.0835151 16.7027
3 12 600 387.375 0.0869397 21.273
3 13 600 275.5 0.115136 20.4036
3 14 600 392.625 0.0543388 15.5885
3 15 600 380.375 0.112496 23.9772
3 16 600 372 0.111394 19.4088
3 17 600 253.375 0.0710627 14.2145
3 18 600 365.375 0.0762181 14.9076
3 19 600 236.75 0.146642 19.1436
3 20 600 355.5 0.115158 18.6451
3 21 600 358.375 0.113401 21.7542
3 22 600 336.75 0.115975 18.5112
3 23 600 214.625 0.13625 18.413
3 24 600 345.25 0.113691 18.1969
5 1 600 69.75 0.901651 53.9778
5 2 600 169.375 0.411255 36.7637
5 3 600 459.875 0.187092 43.0892
5 4 600 497.625 0.208207 39.5653
5 5 600 529.25 0.2265 39.8703
5 6 600 509.875 0.250557 36.2856
5 7 600 448.375 0.175415 32.1329
5 8 600 557.25 0.266401 28.9952
5 9 600 546.5 0.288614 32.1263
5 10 600 591.25 0.655773 22.9055
5 11 600 410.625 0.11508 20.0135
5 12 600 554.375 0.272223 23.1717
5 13 600 381.5 0.116 21.0561
5 14 600 583 0.588835 23.8037
5 15 600 571.75 0.295868 30.6635
5 16 600 555.25 0.324953 24.3835
5 17 600 346.75 0.125091 22.3743
5 18 600 564 0.306912 19.359
5 19 600 330.625 0.0771783 16.0804
5 20 600 546.5 0.294596 25.1693
5 21 600 558.25 0.329904 23.614
5 22 600 531.375 0.229148 22.772
5 23 600 305.875 0.136923 16.4342
5 24 600 545.375 0.308814 25.3551
7 1 600 73.125 1.22762 79.7012
7 2 600 104.625 0.614945 44.9208
7 3 600 418.125 0.317945 57.4655
7 4 600 601.875 0.062474 24.7717
7 5 600 601.125 0.0394523 19.3365
7 6 600 601 0.0357564 16.883
7 7 600 547.125 0.284608 38.2318
7 8 600 601 0.0347987 14.5411
7 9 600 601 0.0372016 16.7576
7 10 600 601 0.0302582 14.8363
7 11 600 508.125 0.247488 31.4574
7 12 600 601 0.0275563 13.0181
7 13 600 475.125 0.174673 27.0969
7 14 600 601 0.0276501 13.4239
7 15 600 601 0.0243565 12.3498
7 16 600 601 0.0247853 12.3889
7 17 600 428.125 0.135246 24.2397
7 18 600 600 0.0266055 10.6867
7 19 600 409.125 0.117269 20.5444
7 20 600 600.5 0.0247737 11.8955
7 21 600 600 0.021168 10.8512
7 22 600 601 0.0260582 12.6961
7 23 600 367.625 0.12138 18.2285
7 24 600 600 0.0227021 10.4916
9 1 600 70.875 1.60423 98.5337
9 2 600 101.625 0.688686 55.5369
9 3 600 220.125 0.558231 73.1967
9 4 600 449.5 0.356731 60.2875
9 5 600 601.25 0.0444057 20.1758
9 6 600 601 0.0365514 16.4243
9 7 600 571.875 0.430045 48.7059
9 8 600 601 0.0298334 13.4804
9 9 600 600.875 0.0308498 14.5444
9 10 600 600.25 0.0282046 11.9815
9 11 600 565 0.327302 38.4791
9 12 600 601 0.0286288 13.0965
9 13 600 525.75 0.264405 33.7164
9 14 600 601 0.0280243 12.8638
9 15 600 600.125 0.0221741 10.6598
9 16 600 600.125 0.0256966 11.5645
9 17 600 473.875 0.166941 25.5995
9 18 600 600 0.0228209 10.6038
9 19 600 452.375 0.136023 21.378
9 20 600 600.125 0.0231182 11.1815
9 21 600.125 600.125 0.0231987 11.1302
9 22 600 600.625 0.0241927 11.3587
9 23 600 407.5 0.119388 19.3161
9 24 600 600.25 0.0196315 9.74125
11 1 600 78.125 1.96741 134.202
11 2 600 102.5 0.818078 68.1088
11 3 600 169.75 0.771585 90.5362
11 4 600 233.5 0.46587 68.0901
11 5 600 601.25 0.0445234 18.9158
11 6 600 601 0.040507 16.9029
11 7 600 426.75 0.295115 53.2186
11 8 600 600.75 0.0271323 12.6967
11 9 600 601 0.0344056 14.9611
11 10 600 600.375 0.026087 11.5926
11 11 600 571.875 0.459362 44.1541
11 12 600 600.25 0.0227368 10.8706
11 13 600 534 0.247186 38.5358
11 14 600 601 0.0291543 13.3822
11 15 600 600 0.0248824 10.9511
11 16 600 600.375 0.0261709 11.7854
11 17 600 493.5 0.180415 27.5176
11 18 600 600 0.0197381 9.66408
11 19 600 466.875 0.193424 26.7233
11 20 600 600 0.0257188 11.1599
11 21 600 600 0.0266408 10.89
11 22 600 600 0.0230319 10.8924
11 23 600 428 0.152775 20.6202
11 24 600 600 0.0200844 9.57644
