1 1 620 238.625 0.0617178 12.4738
1 2 620 258.75 0.0584829 12.6576
1 3 620 286 0.0544627 12.9034
1 4 620 260.625 0.058082 12.6851
1 5 620 248.875 0.0617745 12.5454
1 6 620 290.375 0.054329 12.9743
1 7 620 226.75 0.0637473 12.324
1 8 620.125 251.75 0.059453 12.6033
1 9 620 253.125 0.0594287 12.588
1 10 620 245.875 0.0603063 12.5359
1 11 620.25 190.375 0.0723125 11.976
1 12 620 232.75 0.0629444 12.3996
1 13 620 177.5 0.0761052 11.8503
1 14 620 223.5 0.0646859 12.3105
1 15 620 211.5 0.0668395 12.1549
1 16 620.125 203.875 0.0689711 12.0972
1 17 620 150.5 0.0864763 11.5365
1 18 620 200.625 0.0693761 12.0426
1 19 620 142.375 0.0902565 11.4952
1 20 620 188 0.0738126 11.9363
1 21 620 194.75 0.0717965 11.9899
1 22 620 179.25 0.0759189 11.8324
1 23 620 127.5 0.0984384 11.3523
1 24 620 174 0.0774023 11.823
3 1 620 485.375 0.128108 38.57
3 2 620 607.25 0.186468 34.5464
3 3 620 621 0.031607 17.5103
3 4 620.125 620.75 0.023039 12.1425
3 5 620 621 0.0330306 15.7785
3 6 620 620 0.0179929 9.43274
3 7 620 621 0.0245745 13.5567
3 8 620 620 0.0225683 11.1356
3 9 620 620 0.0208953 10.9051
3 10 620 620.125 0.0204443 10.7557
3 11 620 544.875 0.126059 26.7487
3 12 620 620 0.0217291 11.0123
3 13 620 513.25 0.0594486 17.0527
3 14 620 620.625 0.0221844 11.9146
3 15 620 620.875 0.0210201 12.1653
3 16 620 599.625 0.391502 26.2982
3 17 620 441.625 0.106241 24.1509
3 18 620 592.375 0.360585 25.0812
3 19 620 415.625 0.0881461 18.258
3 20 620 553.375 0.189033 24.8289
3 21 620 581.5 0.0459462 17.2764
3 22 620 524.75 0.151534 22.3818
3 23 620 374.875 0.0945499 15.788
3 24 620 524 0.095874 17.687
5 1 620 302.875 0.28541 54.1064
5 2 620 621 0.0302428 14.6107
5 3 620 620 0.0203312 10.2956
5 4 620 620 0.0195829 10.3731
5 5 620 620 0.0200066 10.7312
5 6 620 620.125 0.0197831 9.4293
5 7 620 620.125 0.022218 11.274
5 8 620 620 0.0180759 8.41869
5 9 620 620 0.0166107 8.49511
5 10 620 620 0.0162552 8.72653
5 11 620 620 0.0187824 10.1057
5 12 620 620 0.0166353 8.66949
5 13 620 620 0.0215497 10.6677
5 14 620 620 0.0180046 8.27777
5 15 620 620 0.0158966 8.3649
5 16 620 620 0.01619 8.47757
5 17 620 620 0.0216344 11.3077
5 18 620 620 0.0165525 7.97363
5 19 620 620.875 0.0223096 12.3262
5 20 620 620 0.0177289 9.43541
5 21 620 620 0.0156241 8.32349
5 22 620 620 0.018494 9.52381
5 23 620 592.875 0.23853 19.7597
5 24 620 620 0.0175357 9.36475
7 1 620 233.75 0.400596 74.968
7 2 620 621 0.0308763 13.7835
7 3 620 620.25 0.0236518 11.011
7 4 620 620 0.0175633 8.74131
7 5 620 620 0.019617 8.75026
7 6 620 620 0.0170344 7.60561
7 7 620 620 0.0202973 9.48549
7 8 620 620 0.016486 8.09459
7 9 620 620 0.0142131 7.17498
7 10 620 620 0.0150105 7.77614
7 11 620 620.25 0.0193548 9.43308
7 12 620 620 0.0162795 7.67178
7 13 620 620 0.0177034 9.22921
7 14 620 620 0.0138845 7.16123
7 15 620 620 0.0149696 7.00933
7 16 620 620 0.0138117 7.13145
7 17 620 620 0.0185947 9.50625
7 18 620 620 0.013117 6.63209
7 19 620 620 0.0212525 10.1226
7 20 620 620 0.0160809 7.28699
7 21 620 620 0.0138346 6.99242
7 22 620 620 0.0144136 7.41473
7 23 620 620 0.0191511 10.2417
7 24 620 620 0.0144657 7.46669
9 1 620 232.25 0.487206 95.3967
9 2 620 621 0.0304473 13.5805
9 3 620 620 0.022088 10.3636
9 4 620 620 0.0221817 9.15297
9 5 620 620 0.0201035 8.95364
9 6 620 620 0.0151447 7.1611
9 7 620 620 0.0194152 9.15038
9 8 620 620 0.0150174 7.36632
9 9 620 620 0.0164652 7.76309
9 10 620 620 0.015075 6.63144
9 11 620 620 0.0241283 8.82388
9 12 620 620 0.0160923 7.11215
9 13 620 620 0.0181312 9.15569
9 14 620 620 0.0133133 6.60195
9 15 620 620 0.0125087 6.04506
9 16 620 620 0.0132424 6.69623
9 17 620 620 0.0184768 9.42323
9 18 620 620 0.0141601 6.35709
9 19 620 620 0.0203936 9.88148
9 20 620 620 0.0133774 6.78487
9 21 620 620 0.0121256 6.10955
9 22 620 620 0.0128094 6.35849
9 23 620 620 0.0199644 10.0582
9 24 620 620 0.013014 6.57653
11 1 620 233.25 0.586657 117.706
11 2 620 621 0.0324277 13.3054
11 3 620 620 0.0234 10.4501
11 4 620 620 0.0209002 9.01871
11 5 620 620 0.0202667 9.7134
11 6 620 620 0.0169706 7.45463
11 7 620 620 0.0198183 9.31689
11 8 620 620 0.0145813 7.19918
11 9 620 620 0.015899 7.48611
11 10 620 620 0.0131844 6.64039
11 11 620 620 0.0174003 8.84427
11 12 620 620 0.0128819 6.52316
11 13 620 620 0.0167175 8.57556
11 14 620 620 0.0148934 6.78758
11 15 620 620 0.0141183 6.48318
11 16 620 620 0.0164087 7.03066
11 17 620 620 0.0186475 9.58818
11 18 620 620 0.0120577 5.80971
11 19 620 620 0.0200854 10.1098
11 20 620 620 0.0131809 6.50138
11 21 620 620 0.0129629 5.72625
11 22 620 620 0.0126849 6.18794
11 23 620 620.125 0.0202726 10.2251
11 24 620 620 0.0146082 6.10361
